source,term,freq
youtube,gwen,6
youtube,gwendolyn,1
youtube,gya,1
youtube,gyahin,2
youtube,gyera,2
youtube,gyo,1
youtube,gyod,2
youtube,gysto,1
youtube,gyud,7
youtube,haaaa,1
youtube,haaaay,1
youtube,haaaays,1
youtube,haaay,3
youtube,haaayyy,1
youtube,haahha,1
youtube,haay,1
youtube,haba,6
youtube,habang,69
youtube,habangbuhay,1
youtube,habit,2
youtube,habitat,2
youtube,habngang,1
youtube,habol,1
youtube,habulin,8
youtube,hagdan,1
youtube,haggang,1
youtube,hagonoy,6
youtube,hague,3
youtube,hagupit,3
youtube,hah,1
youtube,hahabol,1
youtube,hahabulin,2
youtube,hahah,1
youtube,hahaha,88
youtube,hahahah,6
youtube,hahahaha,22
youtube,hahahahaa,1
youtube,hahahahah,1
youtube,hahahahaha,8
youtube,hahahahahaha,4
youtube,hahahahahahaha,1
youtube,hahahahahahahahaha,1
youtube,hahahahahha,1
youtube,hahahahha,2
youtube,hahahahhaa,1
youtube,hahahahhha,1
youtube,hahahha,1
youtube,hahakot,1
youtube,hahalungkat,1
youtube,hahamhahahahhaahha,2
youtube,hahanap,1
youtube,hahanapan,2
youtube,hahanapin,1
youtube,hahara,1
youtube,haharap,1
youtube,haharsngin,1
youtube,hahat,1
youtube,hahatol,2
youtube,hahatulan,1
youtube,hahawak,3
youtube,hahay,2
youtube,hahayaan,3
youtube,hahaysss,1
youtube,hahhaha,2
youtube,hahit,1
youtube,haighschool,1
youtube,hail,1
youtube,hairman,1
youtube,haisst,1
youtube,haist,5
youtube,hakbang,1
youtube,hakutin,2
youtube,hala,3
youtube,halaaaaa,1
youtube,halaga,14
youtube,halagang,1
youtube,halah,1
youtube,halal,1
youtube,halalan,2
youtube,halaman,2
youtube,halang,7
youtube,halata,53
youtube,halatado,5
youtube,halatadong,3
youtube,halatang,52
youtube,halatng,1
youtube,haligi,1
youtube,halimaw,2
youtube,halip,3
youtube,halis,1
youtube,hall,3
youtube,halong,4
youtube,halos,47
youtube,halosbibili,1
youtube,hambog,3
youtube,hambugan,2
youtube,hamming,1
youtube,hamon,1
youtube,hamor,2
youtube,hampas,2
youtube,hamunin,1
youtube,han,5
youtube,hanana,1
youtube,hanap,1
youtube,hanapan,2
youtube,hanapbuhay,3
youtube,hanapin,4
youtube,hanay,2
youtube,hand,6
youtube,handa,3
youtube,handaan,3
youtube,handang,2
youtube,handcuff,1
youtube,handcuffed,2
youtube,handle,6
youtube,handled,2
youtube,handling,1
youtube,handog,1
youtube,hands,3
youtube,hanep,3
youtube,hang,3
youtube,hanga,9
youtube,hangal,4
youtube,hangang,12
youtube,hangarin,1
youtube,hangat,4
youtube,hangga,8
youtube,hanggan,2
youtube,hangganan,3
youtube,hanggang,75
youtube,hanggat,16
youtube,hanggng,1
youtube,hangin,4
youtube,hanging,2
youtube,hangtud,1
youtube,hanting,2
youtube,hantongan,2
youtube,hao,1
youtube,hapin,1
youtube,hapit,2
youtube,happen,13
youtube,happened,12
youtube,happening,14
youtube,happens,3
youtube,happy,6
youtube,harang,1
youtube,harangaron,1
youtube,harangin,1
youtube,harap,23
youtube,harapan,9
youtube,harapang,2
youtube,harapharapan,1
youtube,harapin,8
youtube,harass,2
youtube,hard,14
youtube,hardest,1
youtube,hardware,1
youtube,hardworking,1
youtube,haresco,1
youtube,hari,5
youtube,harm,2
youtube,harming,1
youtube,haron,1
youtube,harry,1
youtube,hart,1
youtube,haruhay,1
youtube,harvey,1
youtube,hatag,2
youtube,hatak,1
youtube,hatchalua,1
youtube,hate,1
youtube,hati,4
youtube,hati2x,1
youtube,hatian,2
youtube,hatihati,3
youtube,hatihatian,2
youtube,hatihtinalang,2
youtube,hatol,14
youtube,hatolan,1
youtube,hats,1
youtube,hatul,1
youtube,hatulan,7
youtube,hatyss,1
youtube,haunting,1
youtube,haup,2
youtube,haven,2
youtube,hawak,17
youtube,hawakan,2
youtube,hay,31
youtube,haya,1
youtube,hayaan,11
youtube,hayaang,5
youtube,hayagang,1
youtube,hayahay,5
youtube,hayan,2
youtube,haynako,1
youtube,haynko,2
youtube,hayok,2
youtube,hayop,28
youtube,hays,8
youtube,hayss,3
youtube,haysss,1
youtube,hayssssssssss,1
youtube,haysssst,2
youtube,hayssttt,1
youtube,hayst,2
youtube,hayuf,1
youtube,hayup,14
youtube,hayuuup,2
youtube,hayy,2
youtube,hayysss,1
youtube,hayyssss,1
youtube,hayyys,2
youtube,hayyyysss,1
youtube,hayyyyys,1
youtube,hayyyyyy,1
youtube,hayyyyyyyyyysssssst,1
youtube,hayz,4
youtube,hbang,1
youtube,hbd,1
youtube,he3,1
youtube,head,6
youtube,heads,1
youtube,healed,2
youtube,health,6
youtube,healthcare,2
youtube,healthy,6
youtube,hear,6
youtube,heard,1
youtube,hearings,7
youtube,hearsay,1
youtube,heart,14
youtube,heartbreaking,3
youtube,hearting2,1
youtube,hearts,3
youtube,heat,3
youtube,heavenly,1
youtube,heavily,5
youtube,heavy,15
youtube,hebrews,1
youtube,hehearing,1
youtube,heheh,1
youtube,hehehe,8
youtube,hehehehe,3
youtube,heidi,4
youtube,heinous,3
youtube,held,3
youtube,helicopters,4
youtube,hell,2
youtube,hellicopter,1
youtube,hello,3
youtube,hellooooo,1
youtube,hells,1
youtube,helmet,2
youtube,help,34
youtube,helper,1
youtube,helping,2
youtube,helps,1
youtube,hemuon,1
youtube,hen,2
youtube,hende,2
youtube,hendi,1
youtube,henerasyon,4
youtube,henry,12
youtube,heriinh,1
youtube,heritage,1
youtube,hernandez,37
youtube,hero,6
youtube,hersay,2
youtube,hes,2
youtube,hesus,2
youtube,heto,1
youtube,hettsora,1
youtube,hey,1
youtube,hhe,2
youtube,hhesrtaches,1
youtube,hhhhahahahahhahahaha,1
youtube,hhinto,1
youtube,hhirap,1
youtube,hhupa,1
youtube,hibawa,1
youtube,hiblood,1
youtube,hidden,2
youtube,hide,9
youtube,hiding,5
youtube,hiede,1
youtube,hige,1
youtube,high,19
youtube,higher,8
youtube,highest,6
youtube,highlands,1
youtube,highlight,2
youtube,highly,2
youtube,highway,6
youtube,highways,10
youtube,higit,13
youtube,higop,1
youtube,hihihi,1
youtube,hihinge,1
youtube,hihingi,3
youtube,hihinhi,1
youtube,hihinto,1
youtube,hihirap,14
youtube,hihirp,1
youtube,hihiya,1
youtube,hikuting,1
youtube,hil,1
youtube,hilarious,1
youtube,hilig,8
youtube,hiling,1
youtube,hilingin,1
youtube,hills,4
youtube,himalay,1
youtube,himamala,1
youtube,himde,1
youtube,himto,2
youtube,hin,4
youtube,hina,1
youtube,hinahanap,3
youtube,hinaharang,2
youtube,hinaharap,2
youtube,hinahawakan,1
youtube,hinahayaan,4
youtube,hinahayaang,1
youtube,hinaing,1
youtube,hinarang,1
youtube,hinatid,2
youtube,hinay,2
youtube,hinayaang,1
youtube,hinayopak,1
youtube,hinayupak,4
youtube,hinayupakz,1
youtube,hind,4
youtube,hinda,1
youtube,hinde,56
youtube,hindibkay,2
youtube,hindii,2
youtube,hindrance,1
youtube,hinehingal,1
youtube,hinfi,1
youtube,hinge,1
youtube,hingi,1
youtube,hinhiram,1
youtube,hinihiling,3
youtube,hinihingal,1
youtube,hinihinging,1
youtube,hinihintay,3
youtube,hininga,2
youtube,hinrp,1
youtube,hint,1
youtube,hintayin,8
youtube,hinto,2
youtube,hintuturo,4
youtube,hinugay,1
youtube,hinuhugot,1
youtube,hinukuha,1
youtube,hinusgahan,1
youtube,hipoin,4
youtube,hirapkauo,2
youtube,hire,5
youtube,hiring,3
youtube,hirit,2
youtube,hirnandes,2
youtube,history,16
youtube,historya,1
youtube,hit,3
youtube,hitman,1
youtube,hiwalay,1
youtube,hiya,37
youtube,hiyaan,2
youtube,hiyang,7
youtube,hlata,2
youtube,hmm,1
youtube,hmmm,1
youtube,hmmmm,1
youtube,hnahanap,1
youtube,hnap,1
youtube,hnd,45
youtube,hnde,3
youtube,hndi,54
youtube,hnggang,2
youtube,hnggng,2
youtube,hobyerno,1
youtube,hodinyouloveyouresself,1
youtube,hoi,5
youtube,hold,10
youtube,holding,1
youtube,holds,2
youtube,holdup,1
youtube,hole,1
youtube,holiday,2
youtube,holistic,1
youtube,holland,2
youtube,holy,6
youtube,homawak,2
youtube,home,11
youtube,homelessness,1
youtube,homes,4
youtube,homework,1
youtube,homicide,1
youtube,hon,1
youtube,honda,1
youtube,honest,8
youtube,honestly,1
youtube,hong,1
youtube,hongkong,1
youtube,honorable,5
youtube,honorables,2
youtube,honteveros,1
youtube,honteviros,1
youtube,hontiveros,3
youtube,hontivirus,5
youtube,hook,1
youtube,hope,36
youtube,hopefully,4
youtube,hopeless,4
youtube,hopia,1
youtube,hoping,4
youtube,hor,6
youtube,hora,1
youtube,horrible,1
youtube,horses,1
youtube,hospital,5
youtube,hospitals,2
youtube,hot,2
youtube,hotbed,1
youtube,hotel,1
youtube,hotels,1
youtube,hour,2
youtube,hours,2
youtube,house,33
youtube,household,1
youtube,houses,8
youtube,housing,2
youtube,however,1
youtube,hoy,24
youtube,hoyyyy,2
youtube,hrap,1
youtube,hsy0p,1
youtube,huag,5
youtube,huagahan,1
youtube,hubak,1
youtube,hucos,1
youtube,hudas,3
youtube,hudikatura,1
youtube,hugas,5
youtube,huge,8
youtube,huh,3
youtube,huhudasin,1
youtube,huhuhu,1
youtube,huhukay,1
youtube,huhulaan,1
youtube,huhusga,2
youtube,hukayan,1
youtube,hukayin,2
youtube,hukoman,1
youtube,hule,2
youtube,huli,25
youtube,hulihan,1
youtube,hulihin,5
youtube,hum7sga,1
youtube,humabol,1
youtube,humagupit,1
youtube,humahakot,1
youtube,humahalo,1
youtube,humahanga,1
youtube,humaharap,1
youtube,humahawak,4
youtube,humahawsk,1
youtube,human,8
youtube,humanap,1
youtube,humanity,2
youtube,humans,2
youtube,humantong,1
youtube,humarap,6
youtube,humatol,3
youtube,humawak,2
youtube,humble,2
youtube,humihinge,1
youtube,humihingi,6
youtube,humikayat,1
youtube,humina,1
youtube,humingi,11
youtube,huminto,1
youtube,humirit,2
youtube,humiwalay,1
youtube,humpay,2
youtube,humuhupa,1
youtube,humupa,1
youtube,humusga,1
youtube,hunayupak,1
youtube,hundreds,1
youtube,hunt,1
youtube,hunting,1
youtube,hupa,1
youtube,hurado,2
youtube,hurricane,1
youtube,hurricanes,1
youtube,hurting,1
youtube,hus,1
youtube,husgado,3
youtube,husgahan,2
youtube,hustisya,13
youtube,hustisyaaaa,1
youtube,hustler,1
youtube,husto,9
youtube,hustsya,1
youtube,huwagmatakot,1
youtube,huy,1
youtube,huyyyy,1
youtube,hwag,11
youtube,hwg,2
youtube,hyahay,2
youtube,hype,1
youtube,hypocrisy,1
youtube,hypocrites,2
youtube,hypocritong,1
youtube,hysss,2
youtube,hzd,2
youtube,iabalik,1
youtube,iabolis,2
youtube,iacknowledge,1
youtube,ialam,1
youtube,iam,6
youtube,iaudit,2
youtube,iba,103
youtube,ibaba,2
youtube,ibabalik,1
youtube,ibabtumitira,2
youtube,ibagsak,3
youtube,ibahagi,1
youtube,ibak,1
youtube,ibalik,78
youtube,ibalita,1
youtube,iban,1
youtube,ibang,110
youtube,ibanpang,1
youtube,ibasul,1
youtube,ibat,5
youtube,ibaun,1
youtube,ibayad,1
youtube,ibbgay,1
youtube,ibebenta,1
youtube,ibedensya,3
youtube,ibeninta,1
youtube,ibenta,5
youtube,ibestigahan,1
youtube,ibgay,1
youtube,ibi,1
youtube,ibibigay,7
youtube,ibibintang,2
youtube,ibidencya,4
youtube,ibidensya,3
youtube,ibidinsya,2
youtube,ibig,27
youtube,ibigay,18
youtube,ibigsahin,2
youtube,ibinababa,2
youtube,ibinajagi,1
youtube,ibinawas,2
youtube,ibinayad,2
youtube,ibinibigay,4
youtube,ibinigay,4
youtube,ibinili,1
youtube,ibinoboto,2
youtube,ibinoto,14
youtube,ibinta,1
youtube,ibinubulsa,1
youtube,ibinuking,1
youtube,ibirit,2
youtube,ibitay,6
youtube,ibitin,3
youtube,iblame,1
youtube,iblik,2
youtube,ibng,1
youtube,ibnigay,1
youtube,iboboto,11
youtube,iboto,32
youtube,ibubulgar,1
youtube,ibubulsa,2
youtube,ibubuno,1
youtube,ibuhus,1
youtube,ibuking,1
youtube,ibulgar,4
youtube,ibulok,1
youtube,ibulsa,3
youtube,ibunton,1
youtube,ibuto,1
youtube,icacasino,1
youtube,icc,16
youtube,icheck,2
youtube,ico,1
youtube,iconic,2
youtube,icontempt,1
youtube,iconvert,1
youtube,icorrupt,1
youtube,id0l,1
youtube,idaan,1
youtube,idadami,1
youtube,idadawit,2
youtube,idagdag,2
youtube,idamay,5
youtube,idawit,2
youtube,idea,2
youtube,ideas,1
youtube,idedepensa,1
youtube,identical,1
youtube,identify,1
youtube,identity,1
youtube,ideretso,1
youtube,ididiin,4
youtube,idiin,8
youtube,idinamay,2
youtube,idinawit,1
youtube,idinawut,1
youtube,idiot,1
youtube,idiots,1
youtube,iditalye,1
youtube,iditing,2
youtube,idle,1
youtube,idolize,1
youtube,idolized,1
youtube,idolizing,1
youtube,idolo,1
youtube,idugtong,2
youtube,iencourage,1
youtube,ifamay,1
youtube,ifile,2
youtube,iforward,2
youtube,ifreeze,1
youtube,ifugao,1
youtube,igalang,3
youtube,iginigiit,1
youtube,igit,1
youtube,iglap,2
youtube,iglesia,2
youtube,igmnorante,1
youtube,ignorance,1
youtube,ignore,1
youtube,ignored,3
youtube,ignoring,1
youtube,ihahatol,1
youtube,ihalal,1
youtube,ihanap,1
youtube,iharap,2
youtube,ihayag,1
youtube,ihe,1
youtube,ihinto,2
youtube,ihiwalay,1
youtube,iho,2
youtube,ihulog,3
youtube,iialan,2
youtube,iibabaw,1
youtube,iibng,2
youtube,iidolo,1
youtube,iikot,1
youtube,iilan,5
youtube,iilang,1
youtube,iimbestiga,4
youtube,iimbestigahan,4
youtube,iimbestigstion,1
youtube,iimbisdiga,1
youtube,iimbistiga,9
youtube,iimbistigahan,2
youtube,iimbitahan,1
youtube,iingat,4
youtube,iingatan,2
youtube,iingay,2
youtube,iinit,2
youtube,iinvestigate,1
youtube,iisa,7
youtube,iisang,4
youtube,iisip,7
youtube,iisipan,1
youtube,iisipin,9
youtube,iisqng,2
youtube,iiwanan,4
youtube,iiwas,1
youtube,iiyak,3
youtube,iiza,2
youtube,ika,5
youtube,ikabubuti,2
youtube,ikae,2
youtube,ikakalat,1
youtube,ikakamatay,1
youtube,ikakasaya,1
youtube,ikalat,2
youtube,ikalawa,1
youtube,ikalawang,1
youtube,ikaliligtas,2
youtube,ikang,1
youtube,ikanta,5
youtube,ikarga,1
youtube,ikaso,2
youtube,ikauunlad,3
youtube,ikintal,2
youtube,iko,1
youtube,ikokolong,1
youtube,ikolong,11
youtube,ikompara,1
youtube,ikonomiya,1
youtube,ikontrol,1
youtube,ikot,31
youtube,iksw,2
youtube,ikukulong,5
youtube,ikullng,1
youtube,ikulong,96
youtube,ikurakot,1
youtube,ikutin,1
youtube,ikwenta,1
youtube,il0g,1
youtube,ilaag,1
youtube,ilaan,1
youtube,ilaban,5
youtube,ilabas,10
youtube,ilaga,1
youtube,ilagay,10
youtube,ilaha,2
youtube,ilalaban,1
youtube,ilalagay,1
youtube,ilalahad,1
youtube,ilalim,8
youtube,ilan,10
youtube,ilang,47
youtube,ilantad,2
youtube,ilapat,1
youtube,ilatag,1
youtube,ilaw,3
youtube,ilaya,1
youtube,ilibing,1
youtube,iligan,1
youtube,iligaw,4
youtube,iligtas,3
youtube,iligtaz,1
youtube,ilihis,7
youtube,ilikas,2
youtube,ililibing,3
youtube,ililihis,2
youtube,ililipat,1
youtube,ilipat,7
youtube,ilistro,1
youtube,ilit,2
youtube,ilito,1
youtube,ill,2
youtube,illallaah,1
youtube,illegal,10
youtube,illigality,1
youtube,illnesses,1
youtube,ilocos,5
youtube,ilog,27
youtube,iloilo,12
youtube,ilokano,1
youtube,ilokos,1
youtube,ilonggo,1
youtube,ilubog,1
youtube,ilukluk,2
youtube,imaginary,1
youtube,imagine,19
youtube,imbakan,1
youtube,imbeciles,1
youtube,imbes,6
youtube,imbesigahan,2
youtube,imbesriga2,1
youtube,imbestegahan,1
youtube,imbestiga,17
youtube,imbestigadyon,1
youtube,imbestigahan,23
youtube,imbestigahen,1
youtube,imbestigan,1
youtube,imbestigastion,6
youtube,imbestigasyon,36
youtube,imbestigasyong,3
youtube,imbestigathieves,1
youtube,imbestigation,6
youtube,imbetiga,1
youtube,imbetigasyon,2
youtube,imbinto,4
youtube,imbis,7
youtube,imbistagahan,2
youtube,imbistegasyon,2
youtube,imbistgasyon,1
youtube,imbistiga,11
youtube,imbistigahan,22
youtube,imbistigahin,4
youtube,imbistigastion,1
youtube,imbistigasyo,2
youtube,imbistigasyon,18
youtube,imbistigasyun,1
youtube,imbistigation,1
youtube,imbornal,1
youtube,imbunal,1
youtube,imburnal,2
youtube,imee,1
youtube,imelda,1
youtube,immediate,1
youtube,immediatelly,4
youtube,immigration,3
youtube,immunity,3
youtube,imo,1
youtube,imong,2
youtube,imonitor,1
youtube,impact,4
youtube,impacto,1
youtube,impacts,1
youtube,impakto,1
youtube,impartial,2
youtube,impeach,2
youtube,impeachment,10
youtube,imperfect,1
youtube,imperno,3
youtube,impesa,1
youtube,impierno,3
youtube,impietno,1
youtube,impiyerno,4
youtube,implement,4
youtube,implementation,1
youtube,implemented,3
youtube,implementor,1
youtube,implicate,2
youtube,implicated,4
youtube,implies,1
youtube,impluwensya,1
youtube,important,5
youtube,importante,4
youtube,importation,3
youtube,imposible,4
youtube,imposibleng,2
youtube,imposobleng,1
youtube,impossible,6
youtube,impossibleng,1
youtube,impostor,1
youtube,impotent,1
youtube,imprastraktura,1
youtube,impressed,1
youtube,impressive,2
youtube,imprison,1
youtube,imprisoned,4
youtube,imprisonment,5
youtube,improvements,1
youtube,impsoble,1
youtube,impyerno,4
youtube,imvestiga,4
youtube,imvestigation,1
youtube,imvok,1
youtube,imvolb,1
youtube,ina,21
youtube,inaabangan,1
youtube,inaabot,2
youtube,inaaksyunan,1
youtube,inaangking,1
youtube,inaanounce,1
youtube,inaaral,1
youtube,inaasahan,1
youtube,inaawa,1
youtube,inaawas,1
youtube,inaayos,4
youtube,inabot,2
youtube,inabswelto,1
youtube,inaksyonan,1
youtube,inambakan,1
youtube,inamin,4
youtube,inamo,1
youtube,inang,7
youtube,inanod,2
youtube,inapaikot,1
youtube,inaudit,1
youtube,inawayan,1
youtube,inayos,2
youtube,inbestegasyon,1
youtube,inbestiga,2
youtube,inbestigar,1
youtube,inbistiga,2
youtube,inc,5
youtube,incarcerated,2
youtube,inches,2
youtube,includes,2
youtube,including,8
youtube,income,2
youtube,incompetent,3
youtube,inconsistencies,1
youtube,increaasing,1
youtube,increases,1
youtube,incremenation,1
youtube,incriminating,1
youtube,incrimination,1
youtube,incumbent,1
youtube,inday,7
youtube,inde,2
youtube,indeed,1
youtube,indefferent,2
youtube,independence,2
youtube,independent,7
youtube,indi,4
youtube,india,1
youtube,indications,1
youtube,indict,2
youtube,indie,1
youtube,indiekona,1
youtube,indigenous,4
youtube,indirectly,1
youtube,individual,2
youtube,individuals,10
youtube,indonesia,7
youtube,indonesian,1
youtube,indorso,1
youtube,industry,1
youtube,ineffective,4
youtube,ineffectivity,1
youtube,inexcusable,1
youtube,inexcusation,1
youtube,inexposed,1
youtube,infact,2
youtube,infainess,1
youtube,infairness,2
youtube,influence,7
youtube,influential,3
youtube,info,1
youtube,information,2
youtube,informative,3
youtube,informed,1
youtube,infra,2
youtube,infrastructure,9
youtube,infrastructures,1
youtube,infuriating,2
youtube,ing,1
youtube,ingat,15
youtube,ingatan,2
youtube,ingay,3
youtube,inggit,2
youtube,ingnr,1
youtube,ingon,1
youtube,ingst,1
youtube,inhabit,1
youtube,inheritance,2
youtube,inhuman,1
youtube,ini,2
youtube,iniatas,1
youtube,iniimbestigahan,4
youtube,iniimbistigahan,2
youtube,iniimbistighan,1
youtube,iniimbita,1
youtube,iniisip,4
youtube,iniiwas,3
youtube,iniiyak,1
youtube,inilagay,1
youtube,inilahad,2
youtube,inilikas,1
youtube,inililigaw,1
youtube,inililihis,9
youtube,inimbatahan,2
youtube,inimbita,1
youtube,inimibestigahan,1
youtube,ining,1
youtube,ininterview,2
youtube,inipit,1
youtube,iniquities,1
youtube,inis,3
youtube,inisip,6
youtube,init,2
youtube,initan,1
youtube,initiate,1
youtube,initiator,2
youtube,iniubos,1
youtube,iniwan,2
youtube,injection,2
youtube,injinir,2
youtube,inland,1
youtube,inner,2
youtube,innocence,1
youtube,innocent,12
youtube,innyo,2
youtube,inoforo,2
youtube,inomin,2
youtube,inoopen,1
youtube,inooverdesign,2
youtube,inosent,1
youtube,inosente,7
youtube,inprisonment,1
youtube,inprobmint,1
youtube,inquiries,2
youtube,inquiry,2
youtube,insakto,2
youtube,insert,5
youtube,insertan,2
youtube,insertion,11
youtube,insertions,4
youtube,inshaallah,2
youtube,inside,1
youtube,insik,2
youtube,insisting,1
youtube,inspect,2
youtube,inspection,3
youtube,inspectionin,1
youtube,inspector,1
youtube,inspeksyon,1
youtube,inspirational,1
youtube,inspructraction,1
youtube,instan,1
youtube,instead,13
youtube,institution,4
youtube,institutional,1
youtube,institutions,1
youtube,instraktura,1
youtube,instructed,1
youtube,instruction,1
youtube,instructora,1
youtube,instructors,1
youtube,instrument,2
youtube,insubordinztion,1
youtube,insurance,2
youtube,intawon,1
youtube,integrated,1
youtube,integrity,7
youtube,intel,1
youtube,intended,1
youtube,intense,3
youtube,intensity,4
youtube,intensyon,1
youtube,intention,1
youtube,intentionally,2
youtube,interact,1
youtube,interbyuhin,2
youtube,interconnected,2
youtube,interes,5
youtube,interesado,3
youtube,interest,6
youtube,interests,2
youtube,internal,7
youtube,international,8
youtube,internet,4
youtube,interpol,4
youtube,interpretations,2
youtube,interrogate,1
youtube,interrogation,1
youtube,intervention,1
youtube,interview,11
youtube,interviewed,1
youtube,interviewer,1
youtube,interviewhin,1
youtube,interviewing,1
youtube,intetution,2
youtube,intimidate,2
youtube,intindihin,2
youtube,intndhn,1
youtube,introvert,1
youtube,intsik,4
youtube,intu,1
youtube,inulit,1
youtube,inumpisahan,1
youtube,inuna,2
youtube,inutang,2
youtube,inutil,1
youtube,inuto,2
youtube,inutusan,2
youtube,inuubos,2
youtube,inuulit,1
youtube,inuulol,1
youtube,inuuna,9
youtube,inuurungan,1
youtube,inuutusan,1
youtube,inventisgahan,1
youtube,invest,1
youtube,investiga,3
youtube,investigasyon,1
youtube,investigate,25
youtube,investigated,2
youtube,investigatiga,1
youtube,investigating,8
youtube,investigation,26
youtube,investigations,11
youtube,investigative,2
youtube,investigator,1
youtube,investigators,2
youtube,investors,1
youtube,invetigations,2
youtube,invistagation,1
youtube,invistigasyon,1
youtube,invite,4
youtube,invited,3
youtube,invitigation,1
youtube,invoke,2
youtube,invokved,1
youtube,involve,27
youtube,involved,64
youtube,involvement,6
youtube,involvements,2
youtube,involves,6
youtube,involving,1
youtube,inyoha,1
youtube,inyong,28
youtube,inyung,2
youtube,ions,1
youtube,ipa,11
youtube,ipaanod,1
youtube,ipabalik,4
youtube,ipabasa,2
youtube,ipabitay,1
youtube,ipabura,1
youtube,ipadal,1
youtube,ipag,5
youtube,ipagamit,1
youtube,ipagawa,4
youtube,ipagbili,2
youtube,ipagdasal,3
youtube,ipagi,1
youtube,ipagkatiwala,1
youtube,ipagkukulong,1
youtube,ipaglaban,5
youtube,ipaglalaban,2
youtube,ipaglalagay,1
youtube,ipagmalaki,1
youtube,ipagsigawan,1
youtube,ipagtanggol,3
youtube,ipagtangol,4
youtube,ipagtapat,2
youtube,ipagurgur,1
youtube,ipahukay,1
youtube,ipaimbestiga,1
youtube,ipakaen,1
youtube,ipakain,3
youtube,ipakita,8
youtube,ipakolong,1
youtube,ipakulong,25
youtube,ipal,1
youtube,ipalabas,1
youtube,ipalasap,1
youtube,ipaliwanag,2
youtube,ipamigay,2
youtube,ipamukha,1
youtube,ipanakaw,1
youtube,ipangtangol,2
youtube,ipanood,1
youtube,ipapabili,1
youtube,ipapakain,1
youtube,ipapakita,1
youtube,ipapakulong,1
youtube,ipapamana,1
youtube,ipapasa,2
youtube,ipapasemento,1
youtube,ipapatawag,2
youtube,ipapatay,1
youtube,ipasa,4
youtube,ipasok,2
youtube,ipataw,2
youtube,ipatawag,8
youtube,ipatigil,1
youtube,ipatuloy,1
youtube,ipatupad,5
youtube,ipaturo,1
youtube,ipilan,1
youtube,ipilit,3
youtube,ipinaglaban,1
youtube,ipinaglalaban,3
youtube,ipinagmamalaking,1
youtube,ipinagpaalam,2
youtube,ipinagpapasa,1
youtube,ipinagtatañgol,1
youtube,ipinahayag,1
youtube,ipinaimpeach,1
youtube,ipinangako,1
youtube,ipinangakong,1
youtube,ipinanganak,1
youtube,ipinapakita,2
youtube,ipinatawag,1
youtube,ipipilit,1
youtube,ipit,1
youtube,ipitin,1
youtube,ipon,3
youtube,ipray,2
youtube,ipunin,1
youtube,ireport,1
youtube,irepresent,1
youtube,irerespeto,1
youtube,iresito,1
youtube,irespeto,1
youtube,irikta,2
youtube,ironclad,2
youtube,ironically,1
youtube,irosin,1
youtube,irrelevant,1
youtube,irresponsableng,1
youtube,irreversible,1
youtube,irrigation,1
youtube,isa,105
youtube,isa2x,1
youtube,isaac,1
youtube,isabatas,3
youtube,isabay,1
youtube,isabela,2
youtube,isabi,2
youtube,isabilla,1
youtube,isabja,1
youtube,isading,1
youtube,isagot,1
youtube,isahin,2
youtube,isaiah,2
youtube,isaisahin,1
youtube,isakay,1
youtube,isalang,5
youtube,isalba,2
youtube,isali,7
youtube,isama,25
youtube,isasabit,1
youtube,isasagawa,1
youtube,isasagot,2
youtube,isasalang,1
youtube,isasali,2
youtube,isat,1
youtube,isauli,4
youtube,isda,8
youtube,isesemento,1
youtube,ishare,1
youtube,isigaw,4
youtube,isinagaws,1
youtube,isinalaysay,1
youtube,isinama,2
youtube,isinasali,1
youtube,isinasangjot,2
youtube,isinilang,2
youtube,isiningit,1
youtube,isinisisi,3
youtube,isiniwalat,2
youtube,isinugal,2
youtube,isinukha,1
youtube,isinulat,4
youtube,isip,33
youtube,isipan,5
youtube,isipin,19
youtube,isisi,8
youtube,isisisi,2
youtube,isisiwalat,2
youtube,isispisip,1
youtube,isissieslat,2
youtube,isiwalat,7
youtube,isko,3
youtube,isla,13
youtube,island,16
youtube,islands,4
youtube,isn,5
youtube,iso,1
youtube,isol,1
youtube,isole,1
youtube,isoli,4
youtube,isosoli,2
youtube,ispalto,3
youtube,israel,3
youtube,iss,1
youtube,issuance,1
youtube,issue,56
youtube,issued,2
youtube,issues,11
youtube,ist,1
youtube,istudyante,1
youtube,isuli,2
youtube,isulong,3
youtube,isunod,2
youtube,isuot,1
youtube,isuwalat,2
youtube,isyo,1
youtube,isyu,9
youtube,isyung,2
youtube,itaas,9
youtube,itabi,2
youtube,itaga,1
youtube,itaglay,4
youtube,itago,1
youtube,itaili,1
youtube,italy,1
youtube,itanong,3
youtube,itapon,1
youtube,itatag,1
youtube,itatago,2
youtube,itatalaga,1
youtube,itatama,1
youtube,itatambak,1
youtube,itatanong,2
youtube,itatayo,2
youtube,itayo,2
youtube,item,2
youtube,itemized,2
youtube,items,1
youtube,itigil,10
youtube,itinalaga,1
youtube,itinatago,1
youtube,itinatambak,1
youtube,itinawid,1
youtube,itinayong,1
youtube,itinuloy,2
youtube,itinuro,1
youtube,itinutulak,1
youtube,ititira,2
youtube,itlog,2
youtube,itobg,1
youtube,itokhang,1
youtube,iton,3
youtube,itongmga,1
youtube,itoro,2
youtube,itoy,5
youtube,itsura,3
youtube,itturong,1
youtube,itulong,3
youtube,ituloy,6
youtube,itumba,4
youtube,ituro,5
